,Unnamed: 0,id,full_name,prefix,pdes,class,diameter,diameter_sigma,albedo,rot_per,GM,BV,UB,IR,e,a,q,i,moid,spec_B,spec_T,dv,dv2
1250,344142,a0344143,344143 (2000 JQ3),,344143,AMO,,,,,,,,,0.4849709417062715,2.465462099974157,1.269784623608569,7.767364211748418,0.268858,,,7.386938000000002,7.567604625751863
1251,344755,a0344756,344756 (2003 VO2),,344756,AMO,,,,,,,,,0.1004735820302607,1.3152559063583702,1.183107434160087,7.1213592174546685,0.216441,,,5.728584,4.39746177449563
1252,345645,a0345646,345646 (2006 TN),,345646,AMO,,,,3.05,,,,,0.3454212928914475,1.5620877281641616,1.022509365491833,17.273956247633258,0.0981107,,,6.9160330000000005,6.79306934869385
1253,345812,a0345813,345813 (2007 HX4),,345813,APO,,,,,,,,,0.3315983174507187,1.317445325873288,0.8805826724803921,56.55638923770428,0.103001,,,20.20616,22.066809444306685
1254,345852,a0345853,345853 (2007 PU11),,345853,AMO,,,,56.8,,,,,0.5529357575506533,2.8215163032907413,1.261399048689156,13.812768057771919,0.2749,,,8.27079,8.809837765094617
1255,347633,a0347634,347634 (2001 SW269),,347634,APO,,,,,,,,,0.554144668734764,1.1222893633032118,0.5003786958510045,24.46608238705711,0.229622,,,11.522938,11.661774602744632
1256,347812,a0347813,347813 (2002 NP1),,347813,AMO,,,,,,,,,0.1651542775675283,1.248038076473418,1.0419192495766831,19.12593026048217,0.08174669999999999,,,7.717011999999999,7.248202488241636
1257,348303,a0348304,348304 (2005 AN19),,348304,AMO,,,,,,,,,0.3351485833150408,1.9345420763853416,1.286183040121457,39.84785272715053,0.392337,,,13.888409,15.234833320496836
1258,348313,a0348314,348314 (2005 BC),,348314,APO,,,,,,,,,0.2780026221756077,1.189551977325752,0.8588534084150137,30.12479354828836,0.0450456,,,11.193601,11.60491027491841
1259,348399,a0348400,348400 (2005 JF21),,348400,AMO,,,,,,,,,0.5362774153883221,2.223341188500384,1.031013522404998,10.87117046568519,0.0447454,,,6.883514999999999,7.075360487695185
1260,348460,a0348461,348461 (2005 SH19),,348461,APO,,,,,,,,,0.8550578464144721,2.2747497641816947,0.3297071296886665,47.70638170931018,0.490278,,,17.49144,19.37159698078016
1261,348594,a0348595,348595 (2005 XE1),,348595,AMO,,,,,,,,,0.1516449453090058,1.449391257469995,1.2295983994996058,29.12988477820146,0.288991,,,11.357108,11.778672540555636
1262,348775,a0348776,348776 (2006 KZ37),,348776,APO,,,,,,,,,0.2087309943667095,1.284659969630691,1.01651161674657,21.36971927788037,0.0961001,,,8.046475,7.8294786081525025
1263,349062,a0349063,349063 (2006 XA),,349063,APO,,,,,,,,,0.5460775732954468,2.19985674182112,0.9985643106498148,10.307087378376618,0.0949022,,,6.763599,6.931895971206866
1264,349067,a0349068,349068 (2006 YT13),,349068,APO,,,,2.4330000000000003,,,,,0.4258414790552884,1.323074654518321,0.7596545867376742,38.242889763534755,0.037345300000000005,,,13.55728,14.628790477458404
1265,349073,a0349074,349074 (2007 BM8),,349074,APO,,,,,,,,,0.7207125928116954,1.341517124812065,0.3746688394874708,27.63437384294796,0.406594,,,13.046904,13.666126623469989
1266,349218,a0349219,349219 (2007 SV11),,349219,APO,,,,,,,,,0.4937976072137218,1.734200987705416,0.8778566895488088,32.236930407814256,0.109919,,,11.038111,12.007655878985554
1267,349506,a0349507,349507 (2008 QY),,349507,APO,,,,,,,,,0.5813612209032449,1.166900331500679,0.4885097301070429,13.58174595049217,0.0304057,,,9.632248,9.089627386090035
1268,349924,a0349925,349925 (2009 WC26),,349925,APO,,,,,,,,,0.6971304572434351,2.171758155956406,0.6577593996723572,12.00195916226897,0.198322,,,8.395491,8.708993765338269
1269,349927,a0349928,349928 (2009 WD106),,349928,APO,,,,,,,,,0.7769077807831577,1.932668316414976,0.4311632637190955,10.999744125918903,0.15770399999999998,,,9.685136,9.8874782922023
1270,350461,a0350462,350462 (1998 KG3),,350462,AMO,,,,,,,,,0.11809813521029,1.160326980396686,1.02329452777765,5.504785209099212,0.0970861,,,4.530834,2.9449564465756053
1271,350512,a0350513,350513 (2000 BG19),,350513,AMO,1.77,,0.043,,,,,,0.5608140408531219,2.6576428445518405,1.1671994217543378,12.575065778887561,0.278267,X,,7.798382000000001,8.247257569968376
1272,350522,a0350523,350523 (2000 EA14),,350523,APO,,,,,,,,,0.20249805349304,1.116957226663989,0.8907755624295467,3.5547272171413438,0.0433608,,,4.871449,3.267524971198033
1273,350535,a0350536,350536 (2000 QY69),,350536,AMO,,,,,,,,,0.1637283135765405,1.426426059807637,1.1928797265937028,25.20422351082521,0.276582,,,9.96477,10.105518342853095
1274,350712,a0350713,350713 (2001 XP88),,350713,AMO,,,,,,,,,0.1944658400568331,1.346767241664823,1.084867018653449,6.748019411723285,0.13786099999999998,,,5.173277,4.014476144383937
1275,350750,a0350751,350751 (2002 AW),,350751,APO,,,,,,,,,0.2562465575052524,1.070721792404296,0.7963530190548416,0.5713682751486862,0.00473834,,,5.511563,3.8584049995579095
1276,350871,a0350872,350872 (2002 PG43),,350872,AMO,,,,,,,,,0.4032070189344475,2.17375262227691,1.2972803075476989,6.9349512500634125,0.291984,,,7.121581,7.054544775017032
1277,350963,a0350964,350964 (2003 BT35),,350964,AMO,,,,,,,,,0.1711501147251047,1.394643833614374,1.155950381490614,57.26830968781126,0.214653,,,21.617084,23.475517738118
1278,350987,a0350988,350988 (2003 GW),,350988,APO,,,,9.58,,,,,0.4760494238314569,1.820836431075944,0.9540282971709142,49.435576389286545,0.325227,,,16.127269000000002,17.89840874598342
1279,351277,a0351278,351278 (2004 SB20),,351278,APO,,,,,,,,,0.4132558494708909,1.1829112186898272,0.6940662381615155,30.274418798596464,0.268842,,,11.663861,12.16390562629745
1280,351330,a0351331,351331 (2004 XH29),,351331,APO,,,,,,,,,0.503126852067477,1.381223839659452,0.6862930372110386,22.621816709379875,0.273115,,,9.520702,9.72377087893917
1281,351339,a0351340,351340 (2004 YC5),,351340,APO,,,,,,,,,0.61747398612679,1.92886864684974,0.7378424347644432,11.434854965476939,0.137844,,,7.711745,7.816277378063978
1282,351369,a0351370,351370 (2005 EY),,351370,APO,,,,,,,,,0.8907184408393453,2.51591633092376,0.2749432593611023,17.23097097423685,0.233752,,,11.36667,12.092668803088989
1283,351507,a0351508,351508 (2005 RN33),,351508,AMO,,,,,,,,,0.2564360716257037,1.733882965743762,1.289252829349707,7.189818680577211,0.321964,,,6.597533,6.014618669789756
1284,351544,a0351545,351545 (2005 TE15),,351545,APO,,,,,,,,,0.3436021365844072,1.2042327456900042,0.7904558013260117,13.12984259030654,0.0547887,,,6.94975,6.1719906586003415
1285,351814,a0351815,351815 (2006 OF15),,351815,AMO,,,,,,,,,0.3540810406559201,2.008244917251595,1.297163467059188,23.200405556817174,0.423196,,,9.4311,9.950240892084954
1286,352101,a0352102,352102 (2007 AG12),,352102,APO,,,,,,,,,0.6560986423511579,2.089970718280703,0.7187437674630595,42.017314630692894,0.0478195,,,14.349099,15.939251568654932
1287,352142,a0352143,352143 (2007 LR32),,352143,AMO,,,,2.4162,,,,,0.5172646413668748,2.622399645090417,1.265925033152103,10.18389447158711,0.315921,,,7.722817999999998,8.057249387690792
1288,353189,a0353190,353190 (2009 ST),,353190,AMO,,,,,,,,,0.3684330466470742,1.955931963995112,1.235301991465998,10.898163535784422,0.328112,,,7.073546,6.956088179399951
1289,353937,a0353938,353938 (1998 QR15),,353938,AMO,,,,2.454,,,,,0.5592103186962533,2.765194815838734,1.218869341616328,9.457672673615123,0.261268,Sq,,7.651535000000001,8.044304141774091
1290,353946,a0353947,353947 (1999 CT8),,353947,APO,,,,,,,,,0.3938326759919904,1.2495250037856929,0.7574212278258714,44.50471684553675,0.192169,,,15.943376,17.28996277886514
1291,354029,a0354030,354030 (2001 RB18),,354030,AMO,,,,,,,,,0.5420385522295381,2.346993953678409,1.074832748935084,4.179572508727148,0.0762058,,,6.491722,6.589602135882467
1292,354100,a0354101,354101 (2001 YF1),,354101,APO,,,,,,,,,0.3393734907118957,1.4862089307911093,0.9818290180213358,20.015251091904602,0.124831,,,7.447763,7.431012824071017
1293,354126,a0354127,354127 (2002 BP26),,354127,AMO,,,,,,,,,0.3945076592054368,1.696659285137839,1.02731420208894,30.25569731149062,0.0563944,X,,10.202,10.993602726078779
1294,354181,a0354182,354182 (2002 DU3),,354182,APO,,,,,,,,,0.2381984346202582,1.145380300654301,0.8725525059935658,8.70129607196233,0.0073214,Sq,,5.652474,4.375180403881204
1295,354331,a0354332,354332 (2003 AD1),,354332,AMO,,,,,,,,,0.3229903151213342,1.819428795695544,1.231770915633011,27.13326462984228,0.315755,,,10.129841,10.757428836737255
1296,354662,a0354663,354663 (2005 LY19),,354663,AMO,,,,,,,,,0.2398809334267616,1.6019104715844232,1.217642692394648,30.00549125209575,0.333912,,,11.088587,11.718668531504463
1297,354712,a0354713,354713 (2005 SG19),,354713,AMO,,,,,,,,,0.5888678398168893,2.6234647945869627,1.0785907481628791,24.906089990236712,0.279794,,,9.707337,10.656310141815137
1298,354875,a0354876,354876 (2006 BG55),,354876,APO,,,,,,,,,0.5984348122094533,1.4703756365061431,0.590451668596234,12.45477833750984,0.206959,,,8.519092,8.2840160007927
1299,354951,a0354952,354952 (2006 FJ9),,354952,AMO,,,,,,,,,0.3453917271120635,1.7494599550050918,1.14521095963249,4.1238769322814885,0.14951,,,5.873707,5.341625198493034
1300,355045,a0355046,355046 (2006 SO19),,355046,APO,,,,,,,,,0.2719992653523483,1.24215407466971,0.9042890789051228,14.24637812067764,0.10743,,,6.4856989999999985,5.750490345333699
1301,355255,a0355256,355256 (2007 KN4),,355256,AMO,,,,7.1406,,,,,0.630373685731726,3.341627617951881,1.235153500080626,12.538261739666591,0.276411,,,8.373746,9.043088221406329
1302,355769,a0355770,355770 (2008 RE80),,355770,AMO,,,,,,,,,0.2459614676917661,1.4817300365827832,1.117281542061907,16.593057578105732,0.136296,,,7.15517,6.809923262922787
1303,356284,a0356285,356285 (2010 DE),,356285,AMO,,,,,,,,,0.3967678602561953,2.113475545285759,1.2749163754789328,23.98503106074598,0.49982,,,9.574843,10.212086979266493
1304,356393,a0356394,356394 (2010 QD2),,356394,APO,,,,,,,,,0.7853292836099504,2.009878121651972,0.4314619762317161,10.63896203872364,0.0605687,,,9.644648,9.884180759589311
1305,356990,a0356991,356991 (1998 QA1),,356991,APO,,,,,,,,,0.5328685882630736,2.103271604127251,0.9825042337021528,8.174169791365088,0.00356513,,,6.42442,6.463176128966248
1306,357004,a0357005,357005 (1999 HA2),,357005,APO,,,,,,,,,0.6980972886589772,2.795060780743873,0.8438364280695312,15.08487402441734,0.113979,,,8.414453,9.061947515788814
1307,357021,a0357022,357022 (1999 YG3),,357022,APO,,,,,,,,,0.3295042413961126,1.284758987006138,0.8614254516158426,34.5182323118128,0.0424676,S,,12.257965,13.046003343514293
1308,357023,a0357024,357024 (1999 YR14),,357024,APO,,,,,,,,,0.4008480434571055,1.6537140592657709,0.990826014171579,3.721703155255137,0.00617572,,,5.2158120000000014,4.648329712069826
1309,357027,a0357028,357028 (2000 EJ26),,357028,APO,,,,,,,,,0.6148902752177785,1.382553964159834,0.532434976634163,9.226786107657373,0.00738745,,,8.662772,8.200009351737695
1310,357057,a0357058,357058 (2001 OG25),,357058,AMO,,,,,,,,,0.2496480378163404,1.437048464706853,1.078292135245803,10.691774833441439,0.0959032,,,5.810039,5.0502675922450155
1311,357310,a0357311,357311 (2003 DC14),,357311,AMO,,,,,,,,,0.5653395095924907,2.880992801556276,1.252253743984955,12.90966375376316,0.26703000000000005,,,8.179045,8.712758324884156
1312,357413,a0357414,357414 (2003 XE),,357414,AMO,,,,,,,,,0.3535304858989853,1.712113609465465,1.106829253196874,26.942092294924173,0.135486,,,9.60892,10.190824183678881
1313,357438,a0357439,357439 (2004 BL86),,357439,APO,,,,2.6205,,,,,0.4025653431904769,1.502215947645951,0.8974758691356511,23.7760064622297,0.008550499999999999,,,8.704907,8.998035162469316
1314,357593,a0357594,357594 (2004 XL35),,357594,APO,,,,,,,,,0.2783627424807332,1.355413413339557,0.9781168184071865,27.298359291657352,0.00583375,,,9.559548,9.889657994863743
1315,357617,a0357618,357618 (2005 EM30),,357618,APO,,,,,,,,,0.336900985513961,1.20336935131061,0.7979530309167696,53.08110262819886,0.0564947,,,19.443376,21.13379927454626
1316,357620,a0357621,357621 (2005 EG94),,357621,APO,,,,,,,,,0.4649167530497435,1.6047736415437892,0.8586874907374378,10.751979721162307,0.0562409,,,6.544896,6.230303709589444
1317,357621,a0357622,357622 (2005 EY95),,357622,APO,,,,3.925,,,,,0.5382874616264641,1.083462006615223,0.5002479933055992,3.1697861086443977,0.039897,,,8.668073,7.458502853000311
1318,358452,a0358453,358453 (2007 EH88),,358453,APO,,,,,,,,,0.4412555170216267,1.122665559640087,0.6272831876787264,12.09158008831984,0.133483,,,8.089044,7.241487583177454
1319,358470,a0358471,358471 (2007 NS4),,358471,APO,,,,,,,,,0.5975199681478669,1.8746734578286728,0.7545186330192329,5.8018064488956025,0.0393732,,,7.067444999999998,6.9483303912661185
1320,358743,a0358744,358744 (2008 CR118),,358744,APO,,,,,,,,,0.510711795244873,1.8395593593604267,0.9000746964819549,3.924656602890315,0.0280906,,,6.047767,5.78324594131131
1321,359169,a0359170,359170 (2009 CN5),,359170,APO,,,,,,,,,0.4653691546761103,1.54479908165741,0.8258972388820695,11.913882744327367,0.0347315,,,6.819076,6.501119558581836
1322,359241,a0359242,359242 (2009 FT),,359242,APO,,,,,,,,,0.7243218638897807,1.571204459628156,0.4331467168783543,14.576385919144359,0.121754,,,10.115999,10.178307979187377
1323,359368,a0359369,359369 (2009 YG),,359369,APO,,,,,,,,,0.6981160028725014,2.145681189142684,0.6477468139396778,3.3882961589898586,0.0128789,,,7.816433,7.912381195760321
1324,359591,a0359592,359592 (2010 VA1),,359592,AMO,,,,,,,,,0.2323778271932899,1.34759960594674,1.034447337590303,11.748258708457135,0.0921527,,,5.708485,4.880993603553264
1325,360190,a0360191,360191 (1988 TA),,360191,APO,0.4,,,,,,,,0.4786342520057646,1.5397562168221608,0.8027761517122601,2.530710072637062,0.00592094,,,6.177342,5.560529159078368
1326,360191,a0360192,360192 (1991 FB),,360192,AMO,,,,,,,,,0.5696586841228465,2.364800732859226,1.017671459165896,9.039990257719568,0.06313590000000001,,,6.841853,7.070970941285474
1327,360432,a0360433,360433 (2002 JR9),,360433,APO,,,,8.452,,,,,0.6361473238425099,2.392697304832252,0.8705893175980283,9.866573163577774,0.0707909,,,7.341067999999999,7.649868963966684
1328,361070,a0361071,361071 (2006 AO4),,361071,AMO,,,,4.093,,,,,0.5835143264900807,2.62859435641628,1.094771890916407,24.39196729229332,0.201108,,,9.626308,10.551704365471187
1329,361122,a0361123,361123 (2006 GW2),,361123,AMO,,,,,,,,,0.1909746384950557,1.448355586733724,1.171756402144956,9.419931288775489,0.208182,,,6.0665559999999985,5.166793334318906
1330,361517,a0361518,361518 (2007 FD),,361518,APO,,,,,,,,,0.6015196505647858,2.059613700817962,0.8207155872034961,6.94536704748221,0.0980026,,,6.961434,6.997239213561686
1331,361531,a0361532,361532 (2007 HF44),,361532,AMO,,,,,,,,,0.3151552462120395,1.600274146887847,1.095939354118646,2.9918918031770803,0.117612,,,5.360931,4.605911044940557
1332,361537,a0361538,361538 (2007 JZ20),,361538,APO,,,,,,,,,0.3353840884910404,1.311245590045714,0.8714746830403357,40.47560809410693,0.0653375,,,14.199109,15.343702757280566
1333,361610,a0361611,361611 (2007 TY18),,361611,AMO,,,,,,,,,0.4083093880494283,2.1559640006117644,1.275663658865377,8.052420861707406,0.29249,,,7.127542999999998,7.08465108475472
1334,361688,a0361689,361689 (2007 VY7),,361689,APO,,,,,,,,,0.5038293920227652,1.8151016277760308,0.9006000781941016,6.362005639082482,0.0524326,,,6.168697,5.928112543317671
1335,361753,a0361754,361754 (2007 YV29),,361754,APO,,,,,,,,,0.3567651997731291,1.372987023935729,0.8831530340553846,21.879986038908356,0.0456228,,,8.302469,8.332621083069315
1336,361860,a0361861,361861 (2008 ED69),,361861,APO,,,,,,,,,0.744900209578248,2.9018416173434782,0.7402591884214392,36.58410797220293,0.266693,,,13.06149,14.599035446692376
1337,362309,a0362310,362310 (2009 UM3),,362310,APO,,,,,,,,,0.7869059081607146,2.437619454148481,0.5194423038315451,12.722227072648131,0.120255,,,9.325206,9.822915732644608
1338,363023,a0363024,363024 (1998 OK1),,363024,APO,,,,,,,,,0.4291551438735753,1.35582451339564,0.7739654492820137,13.99112315828658,0.0391366,,,7.2770009999999985,6.8350666573098815
1339,363066,a0363067,363067 (2000 CO101),,363067,APO,,,,5.12,,,,,0.09000392777031589,1.076339949819519,0.9794651267196578,15.32358739974801,0.0229788,Xk,,7.237082000000001,6.227528618585775
1340,363068,a0363069,363069 (2000 EV106),,363069,AMO,,,,,,,,,0.3486921091339099,1.6486805063761032,1.073798623319857,33.47576638621102,0.28070500000000004,,,11.359918,12.283815928421205
1341,363070,a0363071,363071 (2000 GD147),,363071,APO,,,,,,,,,0.5493491238671536,1.8934545804128384,0.8532869655807966,7.0936535707608375,0.08766189999999999,,,6.600327,6.4836529416361985
1342,363074,a0363075,363075 (2000 OG8),,363075,AMO,,,,4.0734,,,,,0.5434899898506992,2.668452823499196,1.2181754255385475,5.273218585601781,0.236542,,,7.255407000000001,7.514155249369224
1343,363083,a0363084,363084 (2000 RD53),,363084,AMO,,,,14.96,,,,,0.4275895613987135,1.7867541114427667,1.022756704603606,9.280779231727843,0.0253791,,,5.995991,5.745465798084831
1344,363115,a0363116,363116 (2001 GQ2),,363116,APO,,,,,,,,,0.5031628414108883,1.2144000197619342,0.6033590552090803,21.8205555187007,0.00570334,,,9.990633,9.993119729005087
1345,363134,a0363135,363135 (2001 QQ199),,363135,AST,16.4,1.2,0.059,,,,,,0.4312299417689207,5.317730692800807,3.024565995801513,42.48872162386299,2.0430900000000003,,,16.163626,18.037432788408335
1346,363162,a0363163,363163 (2001 SE286),,363163,AMO,,,,9.323,,,,,0.4563492221953759,2.036028550476797,1.1068885050991322,26.80931362209566,0.140192,,,9.707565,10.49590529639259
1347,363266,a0363267,363267 (2002 GS),,363267,APO,,,,,,,,,0.4038357033029993,1.352594059676153,0.8063682863033745,19.76076525076861,0.0521621,,,8.182863000000001,8.090367707341828
1348,363297,a0363298,363298 (2002 KL3),,363298,APO,,,,,,,,,0.7492722216397176,1.950742234025095,0.4891052664906862,20.732823185160807,0.0644531,,,10.539009,11.14308732706817
1349,363304,a0363305,363305 (2002 NV16),,363305,APO,,,,0.9067,,,,,0.2198183851459722,1.237245699135285,0.9652763475225672,3.500930251766618,0.0277361,,,4.46895,3.072864169591859
1350,363343,a0363344,363344 (2002 QC7),,363344,APO,,,,,,,,,0.1959332880857639,1.16912274183671,0.9400526788527996,26.80855560605508,0.0488384,,,10.207486,10.307702232750298
1351,363598,a0363599,363599 (2004 FG11),,363599,APO,,,,4.0,,,,,0.7239590813230856,1.5881818523658808,0.4384031775530816,3.115656893148228,0.021069900000000003,,,9.184004,8.884674380690443
1352,363616,a0363617,363617 (2004 KK17),,363617,APO,,,,,,,,,0.5755868484801644,1.4670206700164432,0.6226228659064194,41.55287638788504,0.311751,,,14.814018,16.17718473843758
1353,363625,a0363626,363626 (2004 RA11),,363626,AMO,,,,,,,,,0.3995322609058484,1.8240259989655732,1.095268767647809,39.36021266167514,0.395316,,,13.119282,14.436057283446853
1354,363733,a0363734,363734 (2004 XN50),,363734,APO,,,,,,,,,0.7786336050499612,1.681502806701587,0.3722282144179024,3.313983819208484,0.00816775,,,9.782874,9.61837522049081
1355,363789,a0363790,363790 (2005 JE46),,363790,APO,,,,,,,,,0.5529714282171767,1.9030005800724867,0.8506956314116882,8.263529779807723,0.029031,,,6.729063000000001,6.655858753596155
1356,363813,a0363814,363814 (2005 ND7),,363814,APO,,,,,,,,,0.4821551042732425,1.963849054643284,1.016969208924843,52.58230911069515,0.190091,,,17.068009,18.985494051000515
1357,363830,a0363831,363831 (2005 PY16),,363831,APO,,,,,,,,,0.5252969935873808,1.975481693436056,0.937767098987188,6.422810222258706,0.042452300000000005,,,6.228252,6.1318733154748255
1358,364761,a0364762,364762 (2007 XC10),,364762,AMO,,,,,,,,,0.2261783777425344,1.619402025619086,1.253128302551587,47.932189531013314,0.411073,,,17.265422,18.836775359266735
1359,364876,a0364877,364877 (2008 EM9),,364877,APO,,,,,,,,,0.8514442914793504,1.960200291017491,0.2911989430744869,9.395390425767944,0.134522,,,10.708671,10.922895170804837
1360,365013,a0365014,365014 (2008 OX2),,365014,APO,,,,,,,,,0.6020167600953354,1.047809691842891,0.417010695963142,6.6447349353933385,0.0321676,,,9.913719,8.830246185983722
1361,365070,a0365071,365071 (2009 AV),,365071,APO,,,,,,,,,0.0739835166551162,1.029821869616317,0.9536320261737552,45.865759300747506,0.0205071,,,19.584453,20.781439697228347
1362,365245,a0365246,365246 (2009 NE),,365246,APO,,,,,,,,,0.8652633670132651,2.67182253944112,0.3599923729023642,35.176737847372515,0.441658,,,14.062899,15.539022285278879
1363,366469,a0366470,366470 (2002 FD),,366470,AMO,,,,,,,,,0.2822167211207781,1.4237893613564072,1.021972196227755,22.811197143025808,0.233586,,,8.221469,8.293335801982161
1364,366614,a0366615,366615 (2003 LO6),,366615,AMO,,,,,,,,,0.5756694258712939,2.9088191472478235,1.2343008987882418,34.58137313438824,0.221771,,,12.281426,13.696868147856918
1365,366732,a0366733,366733 (2004 BG121),,366733,AMO,,,,,,,,,0.3430429147420898,1.612412708635282,1.0592859532978471,19.43076707429667,0.0707409,,,7.562289,7.611801475700144
1366,366745,a0366746,366746 (2004 LJ),,366746,APO,,,,,,,,,0.4616025127119326,1.087103959418491,0.5852940401718251,18.283707661198424,0.0274394,,,9.546248,9.119748401276828
1367,366773,a0366774,366774 (2004 TB18),,366774,APO,,,,,,,,,0.4505747373902978,1.8148513215002215,0.9971251639128248,13.207135251374641,0.0207096,,,6.538526,6.49884124562586
1368,366832,a0366833,366833 (2005 MC),,366833,AMO,,,,,,,,,0.5928826721773222,2.614788827457256,1.0645258402549909,27.28588581823743,0.222843,,,10.189629,11.243105979591192
1369,367247,a0367248,367248 (2007 MK13),,367248,APO,,,,5.2860000000000005,,,,,0.1397894390626056,1.0246981913140591,0.8814562059418001,19.87970968309641,0.0332525,,,8.959478,8.344127556767303
1370,367389,a0367390,367390 (2008 MB5),,367390,APO,,,,,,,,,0.3638196965997238,1.427733536952634,0.9082959547132764,20.40445474994086,0.13583599999999998,,,7.830506,7.812668353745941
1371,367524,a0367525,367525 (2009 QZ6),,367525,AMO,,,,,,,,,0.2329922842939011,1.5955628067992198,1.223808983708681,18.91413099027982,0.281453,,,8.161059,8.056616484837624
1372,367637,a0367638,367638 (2009 WR6),,367638,AMO,,,,,,,,,0.2772793184747817,1.663547955738606,1.202280512321289,26.49560078725915,0.346382,,,9.921014,10.394226639425252
1373,367683,a0367684,367684 (2010 OS22),,367684,APO,,,,,,,,,0.6887727608002729,1.636604703000878,0.5093559633762524,9.362580970529528,0.159368,,,8.914319,8.783916231271576
1374,367788,a0367789,367789 (2011 AG5),,367789,APO,,,,,,,,,0.3902663581315419,1.4307417391743118,0.8723713711999652,3.680692383836516,0.000214321,,,5.534776,4.685091779872725
1375,368202,a0368203,368203 (2001 KO2),,368203,APO,,,,,,,,,0.6121396769275917,2.491774384747869,0.9664604178918595,12.23326364306211,0.00992396,,,7.431289,7.838695066892667
1376,368564,a0368565,368565 (2004 FE5),,368565,APO,,,,,,,,,0.600317062463816,1.245077403901119,0.4976361942511252,18.30988745563974,0.0354496,,,10.19779,10.070128424292859
1377,368663,a0368664,368664 (2005 JA22),,368664,AMO,,,,31.7,,,,,0.2985702309305907,1.53492637559367,1.076643053171213,13.24221277980381,0.191097,,,6.33477,5.891664269967128
1378,368789,a0368790,368790 (2005 XK8),,368790,AMO,,,,,,,,,0.2538792965468246,1.6112720204460422,1.20220341334962,25.45724386686207,0.220909,,,9.690383,10.048053988277193
1379,368948,a0368949,368949 (2006 YN),,368949,AMO,,,,,,,,,0.2248622694387706,1.4775303736094751,1.145289540634934,15.27370096459468,0.218288,,,7.0121910000000005,6.549734324523025
1380,369056,a0369057,369057 (2008 DK5),,369057,APO,,,,,,,,,0.6149135272760201,1.555187991718167,0.5988818581534392,4.275609849139106,0.00908286,,,7.825858,7.40662423709901
1381,369263,a0369264,369264 (2009 MS),,369264,APO,,,,,,,,,0.5695830266832292,2.005442576502418,0.8631765239387575,52.399315506691856,0.041457,,,17.145127,19.084933560435502
1382,369295,a0369296,369296 (2009 SU19),,369296,APO,,,,,,,,,0.8994475695649042,2.081241335052356,0.2092738745614978,14.518866689903321,0.126919,,,11.875988,12.348676992585265
1383,369451,a0369452,369452 (2010 LG14),,369452,APO,,,,,,,,,0.7426250253080303,1.045308851424614,0.2690363391807018,34.207954192834094,0.369405,,,16.451851,17.26869089141974
1384,369453,a0369454,369454 (2010 NZ1),,369454,APO,,,,,,,,,0.6464034903467328,1.373202522424018,0.4855596189761949,32.78141781933144,0.275045,,,13.264042000000002,14.161795922521685
1385,369982,a0369983,369983 (1998 QB28),,369983,AMO,,,,,,,,,0.3790737782943348,2.0751930392623894,1.288541773179092,1.075969048672587,0.27257800000000004,,,6.729794999999998,6.480659093621961
1386,369983,a0369984,369984 (1998 QR52),,369984,APO,,,,234.0,,,,,0.2877912526369661,1.043596048731863,0.743258234620332,17.63467167620545,0.210252,,,8.410575,7.730388000658333
1387,370036,a0370037,370037 (2000 SV20),,370037,AMO,,,,,,,,,0.3190765144923883,1.6825971367687067,1.145719907073675,26.260142940240822,0.207911,,,9.595671,10.096164979649963
1388,370060,a0370061,370061 (2000 YO29),,370061,APO,,,,,,,,,0.6938027200120424,1.814981354108421,0.5557423538568588,54.59978406048899,0.335129,C,,18.751976000000006,20.75744367591825
1389,370306,a0370307,370307 (2002 RH52),,370307,APO,,,,4.222,,,,,0.4917561526574259,1.97943235235368,1.006034314314596,16.18660244177859,0.221591,,,7.270358,7.512638265837575
1390,370687,a0370688,370688 (2004 GD28),,370688,AMO,,,,,,,,,0.5632886973063843,2.666665392394193,1.16456291736045,24.99200913327957,0.445137,,,9.878248,10.831072180476324
1391,370701,a0370702,370702 (2004 NC9),,370702,AMO,,,,,,,,,0.5576833891909513,2.6907550652463503,1.190165660977046,23.93917037553174,0.419817,,,9.723383,10.633618239122093
1392,371335,a0371336,371336 (2006 KD1),,371336,APO,,,,,,,,,0.7846857562564935,2.482610209377294,0.5345413397419804,30.7280858698272,0.412934,,,12.277353,13.515550476890484
1393,371659,a0371660,371660 (2007 CN26),,371660,APO,,,,,,,,,0.2694787424345198,1.292983848153926,0.9445521867652604,7.583591695219645,0.00180118,,,5.126875,4.043954453841679
1394,371972,a0371973,371973 (2008 GE1),,371973,AMO,,,,,,,,,0.2478064837173402,1.6516102101536538,1.24233049150382,6.718219291216723,0.274279,,,6.273496,5.575578557943514
1395,373134,a0373135,373135 (2011 SD173),,373135,APO,,,,,,,,,0.4973393722469396,1.652764024031041,0.8307794018471171,4.388786508314247,0.00212533,,,6.224302,5.782816824879626
1396,373392,a0373393,373393 (1972 RB),,373393,AMO,,,,,,,,,0.4872129511580092,2.14809833234468,1.10151700446543,5.2483801057413215,0.100006,,,6.3852,6.34304169189536
1397,373427,a0373428,373428 (1999 TC5),,373428,APO,,,,,,,,,0.5473900539285469,2.01567029764538,0.9123124247151052,29.106380218842748,0.186007,,,10.269561,11.21365785365588
1398,373502,a0373503,373503 (2001 CK42),,373503,AMO,,,,,,,,,0.2808346038113773,1.421160679464293,1.022049583094631,10.27294089143026,0.0611391,,,5.467727,4.708024010383947
