,Unnamed: 0,id,full_name,prefix,pdes,class,diameter,diameter_sigma,albedo,rot_per,GM,BV,UB,IR,e,a,q,i,moid,spec_B,spec_T,dv,dv2
0,432,a0000433,   433 Eros (1898 DQ),,433,AMO,16.84,0.06,0.25,5.27,0.0004463,0.921,0.531,,0.2226579373568233,1.4578794090691658,1.1332709869308408,10.828934285532947,0.149527,S,S,6.111922,5.347252394224462
1,718,a0000719,   719 Albert (1911 MT),,719,AMO,,,,5.801,,,,,0.5515867117319896,2.630945383617148,1.1797508707213071,11.55459458439722,0.18779,S,,7.679083,8.080040997479102
2,886,a0000887,   887 Alinda (1918 DB),,887,AMO,4.2,,0.31,73.97,,0.8320000000000001,0.436,,0.5673225253053297,2.478667566790519,1.072463623406505,9.358493751890293,0.0923339,,S,7.074727,7.3613480777170786
3,1035,a0001036,  1036 Ganymed (1924 TD),,1036,AMO,31.66,2.8,0.2926,10.297,,0.8420000000000001,0.417,,0.5339282288574566,2.663123707287952,1.241206783027392,26.692478381860145,0.341834,S,S,10.364994,11.379948292791694
4,1220,a0001221,  1221 Amor (1932 EA1),,1221,AMO,1.0,,,,,,,,0.4353769988040953,1.919439431519742,1.083759652438438,11.87890568007887,0.107492,,,6.687919,6.650541062287143
5,1565,a0001566,  1566 Icarus (1949 MA),,1566,APO,1.0,,0.51,2.2726,,0.774,0.52,,0.8269262299691367,1.0780641326166558,0.1865846237670172,22.83120830636467,0.0344076,,,15.295912,15.454025366449274
6,1579,a0001580,  1580 Betulia (1950 KA),,1580,AMO,5.8,,0.08,6.1324,,0.6559999999999999,0.249,,0.4874922201696106,2.197260977819762,1.126113345450356,52.0818740662269,0.135976,,C,17.05566,18.998017352569484
7,1619,a0001620,  1620 Geographos (1951 RA),,1620,APO,2.56,0.15,0.3258,5.22204,,0.862,0.471,,0.3353837028332238,1.245423874752995,0.8277290040414345,13.3377524406072,0.0304198,S,S,6.7461699999999984,6.025312204812474
8,1626,a0001627,  1627 Ivar (1929 SH),,1627,AMO,9.12,,0.15,4.795,,0.872,0.459,,0.3964845299971066,1.863133365223491,1.124429808590927,8.451198839468491,0.11227,S,S,6.319846,6.069537746050294
9,1684,a0001685,  1685 Toro (1948 OA),,1685,APO,3.4,,0.31,10.1995,,0.88,0.47,,0.4358740128166169,1.367231229083547,0.7712906668147063,9.380926286701877,0.0502871,S,S,6.670533,5.996502462549435
10,1861,a0001862,  1862 Apollo (1932 HA),,1862,APO,1.5,,0.25,3.065,,0.8190000000000001,0.481,,0.5599584686406373,1.470201854517285,0.6469498754691609,6.352978535838977,0.0257334,Q,Q,7.486426,6.965134432682312
11,1862,a0001863,  1863 Antinous (1948 EA),,1863,APO,2.1,,0.24,7.4568,,0.763,0.359,,0.6064276040230405,2.259372347811975,0.8892265883324472,18.39948702052904,0.182978,Sq,SU,8.344738000000001,8.89744757284347
12,1863,a0001864,  1864 Daedalus (1971 FA),,1864,APO,3.7,,,8.572000000000001,,0.83,0.5,,0.6147356247627621,1.460770315560354,0.5627827629894628,22.21250315479978,0.268825,Sr,SQ,10.281053,10.598597864382633
13,1864,a0001865,  1865 Cerberus (1971 UA),,1865,APO,1.2,,0.22,6.8039,,0.79,0.442,,0.4669596940786423,1.08003919105901,0.5757044208091503,16.09436651594162,0.156599,S,S,9.230248,8.63470336571832
14,1865,a0001866,  1866 Sisyphus (1972 XA),,1866,APO,8.48,,0.15,2.4,,,,,0.5383541992271527,1.8938272898322133,0.8742774157400635,41.18580628086149,0.104515,S,,13.631912,15.103917870533182
15,1914,a0001915,  1915 Quetzalcoatl (1953 EA),,1915,AMO,0.5,,0.21,4.9,,0.784,0.43,,0.570549641349369,2.544966781084752,1.092936896890789,20.40245131381534,0.109193,,SMU,8.785064,9.506386865876681
16,1915,a0001916,  1916 Boreas (1953 RA),,1916,AMO,3.5,,,3.49,,0.852,0.407,,0.4502592659734034,2.271982709687732,1.24900144251947,12.888801831599894,0.250772,S,S,7.687353,7.911451174204762
17,1916,a0001917,  1917 Cuyo (1968 AA),,1917,AMO,5.7,,,2.6889999999999996,,,,,0.5040041730573775,2.150747609787111,1.066761839261227,23.931709496062307,0.0767822,Sl,,9.064321,9.7778469192003
18,1942,a0001943,  1943 Anteros (1973 EC),,1943,AMO,2.3,,0.17,2.867,,0.841,0.444,,0.2560177201576387,1.430393330564635,1.064187291144785,8.70575410819762,0.0622402,L,S,5.439145,4.575392979297452
19,1979,a0001980,  1980 Tezcatlipoca (1950 LA),,1980,AMO,4.3,,0.25,7.246119999999999,,0.955,0.455,,0.3649497212312114,1.709613259317763,1.085690376916562,26.859665759164912,0.24600100000000005,Sl,SU,9.503958,10.087371275994848
20,1980,a0001981,  1981 Midas (1973 EA),,1981,APO,3.4,,,5.22,,,,,0.6500799982660193,1.7761533562848648,0.6215115855110156,39.83097834972389,0.00398989,V,,14.123734,15.539253521061196
21,2058,a0002059,  2059 Baboquivari (1963 UA),,2059,AMO,,,,,,,,,0.5292224627001484,2.646507272673616,1.245916176275432,11.030747354496107,0.253816,,,7.782002,8.158438239551662
22,2060,a0002061,  2061 Anza (1960 UA),,2061,AMO,2.6,,,11.5,,0.825,0.35,,0.5369379275496576,2.2646064480275343,1.048653355108039,3.773240208147471,0.0539436,,TCG:,6.299163,6.343932849089577
23,2062,a0002063,  2063 Bacchus (1977 HB),,2063,APO,,,,14.904000000000002,,,,,0.3493644263241746,1.077953955492112,0.7013551902277357,9.432867781651883,0.0672609,Sq,,7.073961,5.8822099892171185
24,2100,a0002101,  2101 Adonis (1936 CA),,2101,APO,0.6,,,,,,,,0.7637146178032993,1.874681005755812,0.4429597179419072,1.3308481923865538,0.0117853,,,9.087611,9.044414081527945
25,2101,a0002102,  2102 Tantalus (1975 YA),,2102,APO,,,,2.384,,,,,0.2991527636454158,1.290026006114874,0.9041111612111512,64.00641187517355,0.043976,Q,,23.460072,25.556413502411257
26,2134,a0002135,  2135 Aristaeus (1977 HA),,2135,APO,,,,,,,,,0.5030574277177597,1.5994793016502569,0.7948493584742801,23.061304676026467,0.010007,,,9.058936,9.446909005138407
27,2200,a0002201,  2201 Oljato (1947 XC),,2201,APO,1.8,0.1,0.4328,26.0,,,,,0.7131324860810252,2.174519605401155,0.6237990331694995,2.522528149217766,0.00314359,Sq,,7.95018,8.06388394662722
28,2201,a0002202,  2202 Pele (1972 RA),,2202,AMO,,,,,,,,,0.5119629938597706,2.291263350920539,1.11822130606209,8.742415638457688,0.146346,,,6.897545,7.0399832760158825
29,2211,a0002212,  2212 Hephaistos (1978 SB),,2212,APO,5.7,,,20.0,,0.7659999999999999,0.397,,0.8375111950267625,2.1590396778230088,0.3508197771392644,11.55718660339442,0.116172,,SG,10.302836,10.676180620795945
30,2328,a0002329,  2329 Orthos (1976 WA),,2329,APO,,,,,,,,,0.656020584541879,2.4072207466252817,0.8280343853028264,24.446908898556124,0.0987733,,,9.811936,10.710074050107806
31,2367,a0002368,  2368 Beltrovata (1977 RA),,2368,AMO,2.3,,0.27,5.9,,0.83,0.52,,0.4134004354570749,2.105799456223786,1.2352610440356009,5.232960337507605,0.233298,,SQ,6.7451240000000015,6.605350263828277
32,2607,a0002608,  2608 Seneca (1978 DA),,2608,AMO,0.9,,0.21,8.0,,0.826,0.454,,0.5711980689669796,2.516311963995494,1.07899942924276,14.681372431094609,0.13208399999999998,,S,7.799763,8.27861785722388
33,3101,a0003102,  3102 Krok (1981 QA),,3102,AMO,1.6,,,149.4,,0.8340000000000001,0.521,,0.449373177384342,2.151048446344873,1.1844249713032258,8.443142066059085,0.184109,S,QRS,6.8862960000000015,6.889719510778703
34,3102,a0003103,  3103 Eger (1982 BB),,3103,APO,1.5,,0.64,5.7059,,0.732,0.235,,0.3542084492675628,1.4045146757994071,0.9070237105109656,20.932233967014643,0.0794989,Xe,,7.960412,7.949952277482748
35,3121,a0003122,  3122 Florence (1981 ET3),,3122,AMO,4.9,,,2.3581,,,,,0.4227636864180735,1.768291981267522,1.020722344603346,22.16277667788036,0.044875,S,,8.175189,8.558193647019396
36,3198,a0003199,  3199 Nefertiti (1982 RA),,3199,AMO,2.2,,0.42,3.0210000000000004,,0.895,0.418,,0.2840430954863634,1.5743916119785308,1.127196545004383,32.969456291183306,0.216153,Sq,S,11.574272,12.397059962259252
37,3199,a0003200,  3200 Phaethon (1983 TB),,3200,APO,5.1,0.2,0.1066,3.604,,,,,0.8898381121451829,1.2712298726744151,0.1400410826712523,22.2396217328128,0.019599400000000003,B,F,15.34099,15.679785311631111
38,3270,a0003271,  3271 Ul (1982 RB),,3271,AMO,,,,,,,,,0.3959135195258893,2.101349821974548,1.2693970182015042,25.074791277071927,0.276138,,,9.794648,10.483408435496546
39,3287,a0003288,  3288 Seleucus (1982 DV),,3288,AMO,2.8,,0.22,75.0,,0.91,0.5,,0.4560789686833818,2.033021148676624,1.105802959876685,5.9291928411926165,0.102185,K,S,6.288405,6.155771948576134
40,3351,a0003352,  3352 McAuliffe (1981 CW),,3352,AMO,,,,2.206,,,,,0.3691209929031751,1.8787889187610969,1.185288487612518,4.773075677367396,0.203093,A,,6.254689,5.8844514342657686
41,3359,a0003360,  3360 Syrinx (1981 VA),,3360,APO,1.8,,0.17,,,,,,0.7455762275724523,2.467690494839809,0.627839124880746,21.15324288556112,0.108176,,,9.985331,10.794974021001131
42,3360,a0003361,  3361 Orpheus (1982 HR),,3361,APO,0.3,,,3.532,,1.022,0.503,,0.3228505191304443,1.209765668697587,0.8191921945323818,2.6844813056448324,0.0138793,,,5.542843,4.242509140884003
43,3550,a0003551,  3551 Verenia (1983 RD),,3551,AMO,0.9,,0.37,4.93,,0.8390000000000001,0.481,,0.4873562087677792,2.092648074140259,1.072783042442068,9.513497433995171,0.0747923,,V,6.61793,6.652406500662924
44,3551,a0003552,  3552 Don Quixote (1983 SA),,3552,AMO,19.0,,0.03,7.7,,,,,0.7132826171894711,4.2256423191334935,1.2115651064353692,31.122856893742362,0.30446,D,D,11.895939,13.360850011436773
45,3552,a0003553,  3553 Mera (1985 JA),,3553,AMO,,,,3.1944,,,,,0.3201395020534442,1.644626028215895,1.118116270478725,36.76827026104315,0.29451900000000003,,,12.604763,13.690418691676847
46,3670,a0003671,  3671 Dionysus (1984 KD),,3671,APO,1.5,,0.16,2.7053,,,,,0.5418937889071108,2.198203819249191,1.007010822846165,13.5422842886885,0.0198992,Cb,,7.181342999999999,7.462263089978686
47,3690,a0003691,  3691 Bede (1982 FT),,3691,AMO,4.3,,,226.8,,,,,0.2840517031082016,1.774347895636035,1.270341353974166,20.361173374399968,0.35183200000000003,Xc,,8.663176,8.830585682230561
48,3751,a0003752,  3752 Camillo (1985 PA),,3752,APO,,,,37.846,,,,,0.3017326381757147,1.413429400231162,0.9869516184242952,55.55967116760871,0.07859830000000001,,,19.475992,21.319089406414864
49,3756,a0003757,  3757 Anagolay (1982 XB),,3757,AMO,0.5,,0.18,9.0046,,0.8590000000000001,0.522,,0.4456060247369692,1.834775560994123,1.017188516974989,3.868064807945757,0.0381,,S,5.573841000000002,5.235732201105654
50,3837,a0003838,  3838 Epona (1986 WA),,3838,APO,,,,2.3812,,,,,0.7023309112777568,1.5048691110899568,0.4479530169443997,29.208983055801678,0.160276,,,12.590065,13.38793172500325
51,3907,a0003908,  3908 Nyx (1980 PA),,3908,AMO,1.0,0.15,0.23,4.42601,,,,,0.4586167455529611,1.927655652450876,1.043600490577085,2.182119507138547,0.0581522,V,V,5.716215,5.447598045203619
52,3987,a0003988,  3988 Huma (1986 LA),,3988,AMO,0.7,,,10.4,,,,,0.3168462386595804,1.544467132403125,1.055108530767847,10.766200139813519,0.177521,,,5.8616410000000005,5.315770688544703
53,4014,a0004015,  4015 Wilson-Harrington (1979 VA),,4015,APO,4.0,0.5,0.05,3.5736,,0.6659999999999999,0.279,,0.6249299919884668,2.6416471488794007,0.9908026172938408,2.775134818318147,0.0468355,,CF,6.613486999999999,6.884617806268784
54,4033,a0004034,  4034 Vishnu (1986 PA),,4034,APO,0.42,,0.52,,,,,,0.4440661320136247,1.0597626580290749,0.5891579536256257,11.168873246941619,0.0194243,O,,8.357289999999999,7.359170851023926
55,4054,a0004055,  4055 Magellan (1985 DO2),,4055,AMO,2.49,,0.31,7.475,,,,,0.3265553196919724,1.8203105252787728,1.225878439757701,23.2569345961526,0.239239,V,V,9.154382,9.558420474475612
56,4178,a0004179,  4179 Toutatis (1989 AC),,4179,APO,5.4,,,176.0,,,,,0.62945149092105,2.5342052053189232,0.9390459605310412,0.4471094832270152,0.00608357,Sk,,6.5970369999999985,6.8163042642558285
57,4182,a0004183,  4183 Cuno (1959 LM),,4183,APO,,,,3.5595,,,,,0.6344021408354151,1.982278736534096,0.7247168623443436,6.707263307605351,0.028537700000000006,Sq,,7.407261,7.414503373344839
58,4196,a0004197,  4197 Morpheus (1982 TA),,4197,APO,1.8,,0.37,3.5380000000000003,,,,,0.7718837768923911,2.296506846873441,0.5238704682495334,12.575993166036673,0.098477,Sq,,9.255753,9.686754276452264
59,4256,a0004257,  4257 Ubasti (1987 QA),,4257,APO,,,,,,,,,0.4682906596427954,1.6470751553405358,0.8757652443648566,40.71643645030093,0.170067,,,13.568135,14.91767318469749
60,4340,a0004341,  4341 Poseidon (1987 KF),,4341,APO,,,,6.2620000000000005,,,,,0.6796327709903286,1.835157460986883,0.5879243105727918,11.85390709739347,0.194005,O,,8.628567,8.734149654097504
61,4400,a0004401,  4401 Aditi (1985 TB),,4401,AMO,,,,6.67,,,,,0.5649826931846265,2.5799552491744038,1.1223251842000348,26.65133192290547,0.330223,,,10.102841,11.108435961053788
62,4449,a0004450,  4450 Pan (1987 SY),,4450,APO,,,,56.48,,,,,0.5864841686103153,1.4423410464045632,0.5964308569514508,5.519748043871653,0.0285754,,,7.841817,7.293023902049411
63,4485,a0004486,  4486 Mithra (1987 SB),,4486,APO,,,,67.5,,,,,0.6628552783950188,2.199184655869622,0.74144349856111,3.0396927276226564,0.0462431,,,7.310287,7.406849719118906
64,4486,a0004487,  4487 Pocahontas (1987 UA),,4487,AMO,,,,,,,,,0.2964814413687039,1.73041898474693,1.2173818699773922,16.40265986625427,0.2201,,,7.639475999999998,7.551690155910051
65,4502,a0004503,  4503 Cleobulus (1989 WM),,4503,AMO,,,,3.13,,,,,0.5230848668913393,2.707416349414375,1.291207828661521,2.513454882494848,0.311345,Sq,,7.364821000000001,7.5920658720605445
66,4543,a0004544,  4544 Xanthus (1989 FB),,4544,APO,1.3,,,37.65,,,,,0.25008408573011603,1.041774630344081,0.7812433743776518,14.144923772949731,0.172406,,,7.396560000000001,6.39245239360452
67,4580,a0004581,  4581 Asclepius (1989 FC),,4581,APO,,,,,,,,,0.3569915180491638,1.022450449027067,0.657444311098845,4.919274362320317,0.00339949,,,7.034964,5.53213207696738
68,4595,a0004596,  4596 (1981 QB),,4596,AMO,,,,,,,,,0.5185600184074477,2.2399543006736984,1.078403557284504,37.091697260042615,0.300061,,,12.400338,13.774120145162305
69,4659,a0004660,  4660 Nereus (1982 DB),,4660,APO,0.33,,0.55,15.1,,,,,0.3600291449912119,1.4886928659924807,0.9527200462946914,1.4319459949735391,0.00313595,Xe,,4.9856120000000015,4.13747921888792
70,4687,a0004688,  4688 (1980 WF),,4688,AMO,0.6,,0.18,,,0.93,0.463,,0.5153494411435926,2.2344788368469257,1.082941417030678,6.377802209027486,0.114695,V,QU,6.5288879999999985,6.584605451967417
71,4768,a0004769,  4769 Castalia (1989 PB),,4769,APO,1.4,,,4.095,,,,,0.4831650301399861,1.063266987741802,0.5495335615626821,8.886263726774386,0.0204512,,,8.501719,7.41449487393795
72,4946,a0004947,  4947 Ninkasi (1988 TJ1),,4947,AMO,,,,,,,,,0.1684535776216765,1.370019328616072,1.139234671299848,15.65139481046418,0.150544,Sq,,7.1428270000000005,6.528899171771078
73,4952,a0004953,  4953 (1990 MU),,4953,APO,,,,14.218,,,,,0.6576159937696158,1.6212228790012,0.5550807843047884,24.3892336939866,0.0262163,,,10.756882,11.330161876031902
74,4953,a0004954,  4954 Eric (1990 SQ),,4954,AMO,10.8,,,12.056,,,,,0.4485282921644099,2.001502092689042,1.1037717772917328,17.4458605148349,0.196221,S,,7.717392,8.000194015195973
75,4956,a0004957,  4957 Brucemurray (1990 XJ),,4957,AMO,,,,2.892,,,,,0.21901360122414,1.565454095665701,1.222598356622877,35.00703635918592,0.425809,S,,12.791358,13.689384665353915
76,5010,a0005011,  5011 Ptah (6743 P-L),,5011,APO,,,,,,,,,0.5000473342530162,1.6356242706952666,0.8177347142945651,7.407555727289482,0.0249727,,,6.4949650000000005,6.118543174165298
77,5130,a0005131,  5131 (1990 BG),,5131,APO,,,,20.93,,,,,0.5691273395182987,1.486232588174672,0.6403769893614257,36.422284763479894,0.27410500000000004,S,,13.219143,14.334424673385945
78,5142,a0005143,  5143 Heracles (1991 VL),,5143,APO,,,,2.7063,,,,,0.7723059046094536,1.8337242131301048,0.4175281759044009,9.03475250111532,0.0585716,O,,9.639139,9.712956408841006
79,5188,a0005189,  5189 (1990 UQ),,5189,APO,,,,,,,,,0.4780958284822229,1.5513921092802152,0.8096780134931074,3.583697554970689,0.0444423,,,6.183211,5.595223871442061
80,5323,a0005324,  5324 Lyapunov (1987 SL),,5324,AMO,,,,,,,,,0.6100200657538233,2.976637403609184,1.16082885893422,19.6115880614791,0.213302,,,9.069631,9.891576361085619
81,5331,a0005332,  5332 Davidaguilar (1990 DA),,5332,AMO,3.6,,,5.803,,,,,0.4565854231731703,2.16327509192858,1.17555521864039,25.475093495201055,0.305225,,,9.659692,10.428987055385464
82,5369,a0005370,  5370 Taranis (1986 RA),,5370,AMO,3.6,,,,,,,,0.6350493095125052,3.3309304896276037,1.2156253821554428,19.11745266517749,0.224062,,,9.265002,10.151109401376724
83,5495,a0005496,  5496 (1973 NA),,5496,APO,,,,2.855,,,,,0.6358690199858943,2.435443552879033,0.8868204476788778,67.99324559110178,0.0905616,,,22.105546,24.558132464431218
84,5586,a0005587,  5587 (1990 SB),,5587,AMO,3.57,,0.32,5.0522,,,,,0.5443866587236397,2.398223937495806,1.092662821291413,18.08886712731844,0.307438,Sq,,8.238746,8.796116266507173
85,5619,a0005620,  5620 Jasonwheeler (1990 OA),,5620,AMO,,,,5.307,,,,,0.4220736095835051,2.15963326224381,1.248109055871964,7.870204736090814,0.239584,,,7.034089,7.001249963807633
86,5625,a0005626,  5626 (1991 FE),,5626,AMO,,,,2.4606,,,,,0.4539895107026394,2.195062507983513,1.198527154022369,3.854057713224346,0.215174,S,,6.666055,6.599482650762413
87,5644,a0005645,  5645 (1990 SP),,5645,APO,,,,30.39,,,,,0.3872847843167577,1.3549659526822355,0.8302082559411461,13.50655265898262,0.0533006,,,6.8214679999999985,6.3029792389771515
88,5645,a0005646,  5646 (1990 TR),,5646,AMO,4.3,,,3.1999,,,,,0.4371456551442902,2.142470281632106,1.2058987067408669,7.91425826869791,0.208981,U,,6.892527,6.864331871242336
89,5652,a0005653,  5653 Camarillo (1992 WD5),,5653,AMO,,,,4.834,,,,,0.3042553610921042,1.794122885257305,1.2482513789597358,6.874221193469138,0.283566,,,6.503191,6.031998057114435
90,5659,a0005660,  5660 (1974 MA),,5660,APO,,,,17.5,,,,,0.7621987947764766,1.785568652483421,0.4246103775699003,38.0688336412455,0.161017,Q,,14.688215,16.063466394271316
91,5692,a0005693,  5693 (1993 EA),,5693,APO,,,,2.497,,,,,0.5852858899753175,1.271056492721138,0.527125062169941,5.055381427970251,0.00543329,,,8.411394999999999,7.6197493131586285
92,5730,a0005731,  5731 Zeus (1988 VP4),,5731,APO,,,,,,,,,0.6537459228214059,2.263252002158284,0.783660233429922,11.428389380588277,0.0711901,,,7.764983999999999,8.075237974555943
93,5750,a0005751,  5751 Zao (1992 AC),,5751,AMO,2.3,,0.36,76.0,,,,,0.4237463357739159,2.103152381069827,1.211949266017301,16.074247292051357,0.244826,X,,7.886533,8.139294943837195
94,5785,a0005786,  5786 Talos (1991 RC),,5786,APO,,,,38.52,,,,,0.8268483391684458,1.081497988561252,0.1872631729053661,23.23361715260322,0.189036,,,15.337109,15.525468990248267
95,5796,a0005797,  5797 Bivoj (1980 AA),,5797,AMO,0.4,,,2.7060000000000004,,,,,0.444032486418156,1.893730101404772,1.052852415873105,4.187986016758134,0.0714462,,,5.791596,5.506752679835953
96,5827,a0005828,  5828 (1991 AM),,5828,APO,,,,2.6666,,,,,0.6949512618800969,1.6979388412652792,0.5179541009327439,30.11490845443734,0.397231,Q,,12.221315,13.157569631184836
97,5835,a0005836,  5836 (1993 MF),,5836,AMO,,,,4.9543,,,,,0.5362170269482932,2.4421211517155896,1.132614208295115,7.944160330997487,0.185205,S,,7.022789,7.235104859875169
98,5862,a0005863,  5863 Tara (1983 RB),,5863,AMO,,,,,,,,,0.5060315643009684,2.222542751928013,1.0978659664441022,19.482246699529053,0.235709,,,8.31348,8.841041846708986
99,5868,a0005869,  5869 Tanith (1988 VN4),,5869,AMO,,,,,,,,,0.321032962112806,1.8123466738567504,1.230523652773226,17.92803389464799,0.311414,,,8.028896000000001,8.11259748892325
100,5878,a0005879,  5879 Almeria (1992 CH1),,5879,AMO,,,,,,,,,0.2893256110378825,1.6246741448582258,1.154614305159671,21.5756081769344,0.16811900000000002,,,8.463663,8.609421222939988
101,6036,a0006037,  6037 (1988 EG),,6037,APO,,,,2.76,,,,,0.4995783191003688,1.271199018013529,0.6361355493522908,3.4995148617160248,0.0242217,,,7.279453,6.343485904920047
102,6046,a0006047,  6047 (1991 TB1),,6047,APO,,,,,,,,,0.3521526789987481,1.4543881467931492,0.9422214645959168,23.47338627727177,0.140459,S,,8.452301,8.651511200039781
103,6049,a0006050,  6050 Miwablock (1992 AE),,6050,AMO,,,,5.7566,,,,,0.4356137730367995,2.2038871035875767,1.2438435270466492,6.402803037382344,0.272931,,,6.957286,6.926480885919922
104,6052,a0006053,  6053 (1993 BW3),,6053,APO,,,,2.573,,,,,0.5285207907581151,2.147718403624335,1.012604574615045,21.5859002923049,0.222625,Sq,,8.487974000000001,9.098601915937467
105,6062,a0006063,  6063 Jason (1984 KB),,6063,APO,1.4,,0.21,51.7,,,,,0.7664582308495538,2.212662031365581,0.5167490053371379,4.920403652586809,0.0744168,,,8.701391000000001,8.898473005659355
106,6143,a0006144,  6144 Kondojiro (1994 EQ3),,6144,AST,,,,4.0,,,,,0.3618800572112851,4.75153825018767,3.0320513163681464,5.8872728079866645,2.03401,,,10.694967,11.340227502463625
107,6177,a0006178,  6178 (1986 DA),,6178,AMO,2.3,,0.15,3.5,,0.677,0.267,,0.5817384703154355,2.822303607254124,1.180461024004374,4.304563563137437,0.191003,,,7.229961,7.556048863561075
108,6238,a0006239,  6239 Minos (1989 QF),,6239,APO,,,,3.5558,,,,,0.4127245860406386,1.151597188489744,0.6763047155847514,3.944962286659812,0.0264132,,,6.832652,5.594224691181871
109,6454,a0006455,  6455 (1992 HE),,6455,APO,,,,2.736,,,,,0.5720810267332228,2.241130235890236,0.95902214949928,37.33995889151924,0.290576,S,,12.419555,13.822533165274486
110,6455,a0006456,  6456 Golombek (1992 OM),,6456,AMO,,,,2.50129,,,,,0.4095774284930114,2.192791633930836,1.2946736752844552,8.226179550541497,0.281152,,,7.236541000000001,7.222349376755615
111,6488,a0006489,  6489 Golevka (1991 JX),,6489,APO,0.53,0.03,0.151,6.026,,,,,0.6034309764663293,2.5084628007154466,0.9947786434502616,2.279885907688437,0.0288955,Q,,6.4347379999999985,6.633414252895422
112,6490,a0006491,  6491 (1991 OA),,6491,AMO,,,,2.69,,,,,0.5904562808783177,2.500980153031909,1.024260713322202,5.943668678629828,0.042937800000000005,,,6.704014,6.937346105755472
113,6568,a0006569,  6569 Ondaatje (1993 MO),,6569,AMO,,,,5.959,,,,,0.220838332234635,1.6262764382174668,1.267132261849039,22.641392971718503,0.254965,Sr,,9.244198,9.398660391949665
114,6610,a0006611,  6611 (1993 VW),,6611,APO,,,,2.5568,,,,,0.4845489286195777,1.69589957466167,0.8741532527129605,8.696294415131097,0.0609428,V,,6.351778,6.059927757340932
115,7024,a0007025,  7025 (1993 QA),,7025,APO,,,,2.5057,,,,,0.3149850952307251,1.4757408986567602,1.010904511157484,12.60725234374887,0.0634104,,,5.882244,5.360200451140022
116,7087,a0007088,  7088 Ishtar (1992 AA),,7088,AMO,,,,2.679,,,,,0.3905693356003267,1.980741280596968,1.20712447463807,8.300511561412675,0.22494,,,6.7352729999999985,6.564184074015319
117,7091,a0007092,  7092 Cadmus (1992 LC),,7092,APO,,,,,,,,,0.6981426585359934,2.534919529459239,0.7651840699877563,17.8099812173221,0.0967544,,,8.912764,9.585060929763367
118,7235,a0007236,  7236 (1987 PA),,7236,AMO,,,,,,,,,0.5594135335319304,2.723281787506826,1.199841099954481,16.33205588286513,0.201002,,,8.430411,9.034284741466845
119,7334,a0007335,  7335 (1989 JA),,7335,APO,1.8,,,12.0,,,,,0.4842529977043606,1.770676418243681,0.9132210547447582,15.1947114074587,0.0218261,,,7.130324000000001,7.184394131708427
120,7335,a0007336,  7336 Saunders (1989 RS1),,7336,AMO,,,,6.422999999999999,,,,,0.4795021425975414,2.308568105590235,1.20160475262737,7.178396864489441,0.197262,Sq,,7.003266,7.087964636166362
121,7340,a0007341,  7341 (1991 VK),,7341,APO,,,,4.2096,,,,,0.5066557259846775,1.841880401672555,0.9086811495861972,5.41978127530141,0.0478376,Sq,,6.094337,5.856164807308708
122,7349,a0007350,  7350 (1993 VA),,7350,APO,,,,,,,,,0.3909928341431688,1.3557001212670592,0.8256310886046141,7.262222627742706,0.0803311,,,6.0258910000000006,5.185961678908403
123,7357,a0007358,  7358 Oze (1995 YA3),,7358,AMO,,,,5.433,,,,,0.5026570797640187,2.19794922866168,1.093134487913022,4.658754168701368,0.123375,Sq,,6.3880230000000005,6.379150062910901
124,7473,a0007474,  7474 (1992 TC),,7474,AMO,,,,5.54,,,,,0.2923950057126438,1.5655808440883392,1.107812824237524,7.087375218056548,0.16758,X,,5.646873,4.929005133637537
125,7479,a0007480,  7480 Norwan (1994 PC),,7480,AMO,,,,35.9,,,,,0.3170758809221955,1.567640323465781,1.070579386933713,9.454040835618217,0.161456,S,,5.776491,5.192641121509733
126,7481,a0007482,  7482 (1994 PC1),,7482,APO,,,,2.5999,,,,,0.328374403512842,1.3462103826505951,0.9041493512449112,33.48863536532202,0.000177253,S,,11.666692,12.42613144309979
127,7752,a0007753,  7753 (1988 XB),,7753,APO,,,,,,,,,0.4818837734366934,1.467700654888738,0.7604395250354469,3.122831875923336,0.00673617,B,,6.414514,5.722896726770116
128,7821,a0007822,  7822 (1991 CS),,7822,APO,,,,2.389,,,,,0.1646316510491708,1.12275649071371,0.9379152359213386,37.12270682761989,0.0229005,S,,14.409551,15.182892754859873
129,7838,a0007839,  7839 (1994 ND),,7839,AMO,,,,,,,,,0.5179903472963409,2.166616664312407,1.044330145907184,27.124446001150517,0.1375,,,9.74749,10.632352199460481
130,7887,a0007888,  7888 (1993 UC),,7888,APO,,,,2.34,,,,,0.6641473233459303,2.43623734385187,0.8182168328972518,26.080574156048122,0.0886695,U,,10.201722,11.184474416833693
131,7888,a0007889,  7889 (1994 LX),,7889,APO,,,,2.741,,,,,0.3462843652748493,1.261459327636384,0.8246356850457808,36.90713990842626,0.153869,V,,13.191114,14.117460859561579
132,7976,a0007977,  7977 (1977 QQ5),,7977,AMO,,,,7.457000000000002,,,,,0.4658272697331552,2.226656733013064,1.189419306440642,25.1676383359638,0.357615,S,,9.666632,10.448895871547464
133,8012,a0008013,  8013 Gordonmoore (1990 KA),,8013,AMO,2.3,,,6.0,,,,,0.4318905750589151,2.1992013127811934,1.249386993133803,7.571037424731803,0.245816,,,7.056013,7.0479851900089905
